Year,Area,Street,Street 2,Strange HTML
2011,,Oak̴Gosford̴Street,Oak Gosford Street,
2011,,Outside̴Coventry̴Central̴PS,Outside Coventry Central PS,
2011,,Outside̴Foleshill̴PS,Outside Foleshill PS,
2011,,Outside̴front̴of̴Coventry̴Central̴Police̴Station.,Outside front of Coventry Central Police Station.,
2011,,Outside̴heat̴Bar,Outside heat Bar,
2011,,outside̴kasbars,outside kasbars,
2011,," Outside̴of̴the̴Jewson̴Stand,̴Richo̴arena,̴Coventry"," Outside of the Jewson Stand, Richo arena, Coventry",
2011,,owenford̴road,owenford road,
2011,," Palm̴Tree̴Ave,̴Wood̴End"," Palm Tree Ave, Wood End",
2011,," Palmer̴Lane̴,̴Coventry."," Palmer Lane , Coventry.",
2011,," Palmer̴Lane̴,̴Coventry."," Palmer Lane , Coventry.",
2011,," Palmer̴Lane̴,̴Coventry."," Palmer Lane , Coventry.",
2011,," Penruddick̴Drive,̴Coventry"," Penruddick Drive, Coventry",
2011,,Plymouth̴close,Plymouth close,
2011,,pool̴meadow,pool meadow,
2011,,Pool̴Meadow̴Bus̴Station,Pool Meadow Bus Station,
2011,,pool̴meadow̴bus̴stn,pool meadow bus stn,
2011,,Poolmeadow,Poolmeadow,
2011,,Poolmeadow̴bus̴station,Poolmeadow bus station,
2011,,Poolmeadow̴bus̴station,Poolmeadow bus station,
2011,," Poppy̴Court,̴Remembrance̴Road,̴Willenhall,̴Coventry"," Poppy Court, Remembrance Road, Willenhall, Coventry",
2011,,Primrose̴Hill̴St,Primrose Hill St,
2011,,Primrose̴Hill̴Street,Primrose Hill Street,
2011,,Primrose̴Hill̴Street,Primrose Hill Street,
2011,," Primrose̴Hill̴Street̴,Coventry."," Primrose Hill Street ,Coventry.",
2011,,Princethorpe̴way,Princethorpe way,
2011,," Priory̴Fields,̴Coventry"," Priory Fields, Coventry",
2011,,Priory̴Gardens,Priory Gardens,
2011,,Priory̴Street,Priory Street,
2011,,puma̴way,puma way,
2011,," Queen̴Mary's̴Road̴,Foleshill̴,Coventry."," Queen Mary's Road ,Foleshill ,Coventry.",
2011,,queen̴marys̴road̴Coventry,queen marys road Coventry,
2011,,Queen̴Victoria̴Road,Queen Victoria Road,
2011,,Radford̴Road,Radford Road,
2011,,Radford̴road,Radford road,
2011,,raglan̴street,raglan street,
2011,,Red̴lane,Red lane,
2011,,Remembrance̴Road,Remembrance Road,
2011,,richo̴areana,richo areana,
2011,,richo̴areana,richo areana,
2011,," Richo̴arena,̴Coventry"," Richo arena, Coventry",
2011,,Ricoh̴Arena,Ricoh Arena,
2011,,Ricoh̴Arena,Ricoh Arena,
2011,,Ricoh̴Arena,Ricoh Arena,
2011,," Ridgethorpe,̴Willenhall,̴Coventry"," Ridgethorpe, Willenhall, Coventry",
2011,," Rileys̴Square,̴Bell̴Green"," Rileys Square, Bell Green",
2011,,Ring̴Rd,Ring Rd,
2011,,Riverwalk̴Walk̴Wood̴End,Riverwalk Walk Wood End,
2011,," Roland̴Avenue̴,Holbrooks̴,Coventry."," Roland Avenue ,Holbrooks ,Coventry.",
2011,,rotherhanm̴road,rotherhanm road,
2011,," Sainsburys̴,Trinity̴St̴,Coventry."," Sainsburys ,Trinity St ,Coventry.",
2011,,Scots̴Lane,Scots Lane,
2011,,Sewall̴Highway,Sewall Highway,
2011,,sewall̴highway,sewall highway,
2011,,sewall̴highway̴Coventry,sewall highway Coventry,
2011,," Silver̴Street̴,Coventry."," Silver Street ,Coventry.",
2011,,Sky̴Blue̴Way,Sky Blue Way,
2011,,sky̴dome,sky dome,
2011,,sky̴dome,sky dome,
2011,,sky̴dome,sky dome,
2011,,sky̴dome,sky dome,
2011,,sky̴dome,sky dome,
2011,,sky̴dome,sky dome,
2011,,Sky̴dome,Sky dome,
2011,,Sky̴dome,Sky dome,
2011,,Sky̴Dome̴Concourse,Sky Dome Concourse,
2011,,Sky̴Dome̴Concourse,Sky Dome Concourse,
2011,,Sky̴Dome̴Concourse,Sky Dome Concourse,
2011,,sky̴dome̴concourse,sky dome concourse,
2011,,sky̴dome̴concourse,sky dome concourse,
2011,,sky̴dome̴concourse̴Covenmtry,sky dome concourse Covenmtry,
2011,,sky̴dome̴concourse̴Coventry,sky dome concourse Coventry,
2011,,Sky̴Dome̴concourse.,Sky Dome concourse.,
2011,," Sky̴Dome,̴Coventry"," Sky Dome, Coventry",
2011,," Sky̴Dome,̴Coventry̴City̴centre"," Sky Dome, Coventry City centre",
2011,,Sky̴Dome.,Sky Dome.,
2011,,sky̴dome.,sky dome.,
2011,,sky̴dome.,sky dome.,
2011,,Skydome,Skydome,
2011,,Skydome,Skydome,
2011,,skydome,skydome,
2011,,Skydome,Skydome,
2011,,Skydome,Skydome,
2011,,Skydome,Skydome,
2011,," Skydome̴,̴Coventry."," Skydome , Coventry.",
2011,,Skydome̴Car̴Park,Skydome Car Park,
2011,,Skydome̴Car̴Park,Skydome Car Park,
2011,,Skydome̴complex,Skydome complex,
2011,,Skydome̴Complex,Skydome Complex,
2011,,skydome̴complex,skydome complex,
2011,," Skydome̴Complex,̴Coventry"," Skydome Complex, Coventry",
2011,,Skydome̴concourse,Skydome concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,,Skydome̴Concourse,Skydome Concourse,
2011,,Skydome̴Concourse,Skydome Concourse,
2011,,Skydome̴Concourse,Skydome Concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,,skydome̴concourse,skydome concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,,Skydome̴Concourse,Skydome Concourse,
2011,,Skydome̴Concourse,Skydome Concourse,
2011,,Skydome̴concourse,Skydome concourse,
2011,," Skydome̴concourse̴,Coventry"," Skydome concourse ,Coventry",
2011,,Skydome̴concourse...,Skydome concourse...,
2011,,skydome̴Coventry,skydome Coventry,
2011,,Skydome̴Coventry,Skydome Coventry,
2011,,Skydome̴Coventry̴City̴Centre,Skydome Coventry City Centre,
2011,," SkyDome,̴Coventry"," SkyDome, Coventry",
2011,," Skydome,̴Coventry"," Skydome, Coventry",
2011,,sorell̴Close,sorell Close,
2011,," Southbank̴Road̴,Coventry."," Southbank Road ,Coventry.",
2011,,spom̴st̴coventry,spom st coventry,
2011,,Spon̴End,Spon End,
2011,," Spon̴End,̴Coventry"," Spon End, Coventry",
2011,," Spon̴St̴,Coventry"," Spon St ,Coventry",
2011,," Spon̴St̴,Coventry."," Spon St ,Coventry.",
2011,,SPON̴ST̴Coventry,SPON ST Coventry,
2011,,spon̴st̴Coventry,spon st Coventry,
2011,,spon̴st̴Coventry,spon st Coventry,
2011,,spon̴st̴Coventry,spon st Coventry,
2011,,spon̴st̴Coventry,spon st Coventry,
2011,,spon̴st̴Coventry,spon st Coventry,
2011,,spon̴st̴Coventry,spon st Coventry,
2011,,Spon̴street,Spon street,
2011,,Spon̴STreet,Spon STreet,
2011,,Spon̴Street,Spon Street,
2011,,spon̴street,spon street,
2011,,spon̴street,spon street,
2011,,Spon̴STreet,Spon STreet,
2011,,St̴georges̴road,St georges road,
2011,," St̴Georges̴Road,̴Stoke"," St Georges Road, Stoke",
2011,,St̴Lukes̴Road̴Coventry,St Lukes Road Coventry,
2011,,Stonet̴Stanton̴Road̴Police̴Station,Stonet Stanton Road Police Station,
2011,," Stoney̴Stanton̴Road̴Police̴Station,̴Coventry"," Stoney Stanton Road Police Station, Coventry",
2011,,Swanswell̴Park,Swanswell Park,
2011,,Tachbrook̴Close,Tachbrook Close,
2011,," Tarquin̴Close,̴Coventry"," Tarquin Close, Coventry",
2011,,Terry̴Road,Terry Road,
2011,," Terry̴Road,̴Coventry"," Terry Road, Coventry",
2011,,The̴Bull̴Yard̴City̴Centre,The Bull Yard City Centre,
2011,,The̴Bullyard,The Bullyard,
2011,,The̴Burges,The Burges,
2011,,The̴Burgess,The Burgess,
2011,,The̴Burgess,The Burgess,
2011,,the̴burgess,the burgess,
2011,,the̴butts̴Coventry,the butts Coventry,
2011,,The̴Butts̴Retreat̴PH,The Butts Retreat PH,
2011,,The̴Croft̴Longford,The Croft Longford,
2011,," The̴Forum̴medical̴centre,̴Coventry"," The Forum medical centre, Coventry",
2011,,Thimbler̴Road,Thimbler Road,
2011,,tile̴hill̴lane̴coventry,tile hill lane coventry,
2011,,Torrington̴Avenue,Torrington Avenue,
2011,,Trinity̴point̴Link,Trinity point Link,
2011,,trinity̴street,trinity street,
2011,,trinity̴street,trinity street,
2011,,Trinity̴Street,Trinity Street,
2011,,trinity̴street̴city̴centre̴coventry,trinity street city centre coventry,
2011,,University̴Hospital,University Hospital,
2011,,University̴Hospital,University Hospital,
2011,,University̴Hospital̴Coventry,University Hospital Coventry,
2011,," Unniversity̴of̴Warwick,̴Coventry"," Unniversity of Warwick, Coventry",
2011,,upper̴spon̴st,upper spon st,
2011,,Vine̴Street,Vine Street,
2011,,Vine̴Street,Vine Street,
2011,,Vinecote̴Road,Vinecote Road,
2011,,Wallace̴Rd,Wallace Rd,
2011,,Walsgrave̴hospital,Walsgrave hospital,
2011,,Warwick̴Row,Warwick Row,
2011,,Warwick̴university,Warwick university,
2011,,West̴Orchard,West Orchard,
2011,,West̴Orchards̴Circulatory̴Road,West Orchards Circulatory Road,
2011,,White̴street,White street,
2011,,willenhall̴lane̴coventry,willenhall lane coventry,
2011,,Willenhall̴Police̴Station̴Front̴Office,Willenhall Police Station Front Office,
2011,,Willenhall̴PS,Willenhall PS,
2011,,Winnalthorpe,Winnalthorpe,
2011,,wood̴way̴lane̴Coventry,wood way lane Coventry,
2011,,Wroxall̴Drive,Wroxall Drive,
2011,,Wroxhall̴Drive,Wroxhall Drive,
2011,Dudley,albion̴street̴brierley̴hill,albion street brierley hill,
2011,,Amblecote̴High̴Street̴Stourbridge,Amblecote High Street Stourbridge,
2011,,Arley̴Court,Arley Court,
2011,,Baptist̴End̴Road̴Netherton.,Baptist End Road Netherton.,
2011,," Bell̴St,̴Stourbridge"," Bell St, Stourbridge",
2011,,bell̴street,bell street,
2011,," Bell̴Street,Stourbridge"," Bell Street,Stourbridge",
2011,,BHPS,BHPS,
2011,," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge",
2011,,Bramford̴Arms,Bramford Arms,
2011,,Brettle̴Lane,Brettle Lane,
2011,,Brickhouse̴Road,Brickhouse Road,
2011,," Brisbane̴Road,̴Smethwick"," Brisbane Road, Smethwick",
2011,,Broadway̴Stourbridge,Broadway Stourbridge,
2011,," Broadway,̴Stourbridge"," Broadway, Stourbridge",
2011,," Broadway,̴Stourbridge"," Broadway, Stourbridge",
2011,," Burmese̴Way,̴Rowley̴Regis"," Burmese Way, Rowley Regis",
2011,," Bus̴station,̴dudley"," Bus station, dudley",
2011,,Carpark̴of̴Maybrook̴Hosue̴in̴Halesowen,Carpark of Maybrook Hosue in Halesowen,
2011,,Carpark̴of̴the̴Barley̴Mow̴̴High̴Street̴Wollaston,Carpark of the Barley Mow  High Street Wollaston,
2011,,castlegate̴dudley,castlegate dudley,
2011,,Cinder̴Bank̴Island̴Netherton,Cinder Bank Island Netherton,
2011,,Court̴St,Court St,
2011,," Courthouse̴PH,̴sedgeley"," Courthouse PH, sedgeley",
2011,,Crabmill̴carpark̴Oldswinford,Crabmill carpark Oldswinford,
2011,,Crompton̴Road,Crompton Road,
2011,," Crown̴Centre,̴stourbridge"," Crown Centre, stourbridge",
2011,,Dudley̴Bus̴Station,Dudley Bus Station,
2011,,dudley̴Police̴Station,dudley Police Station,
2011,,dudley̴road,dudley road,
2011,," Dudley̴Road,̴Brierley̴Hill"," Dudley Road, Brierley Hill",
2011,," Edward̴Rutland̴PH,̴High̴Street,̴Stourbridge"," Edward Rutland PH, High Street, Stourbridge",
2011,,Enville̴Road,Enville Road,
2011,,Fern̴Rd,Fern Rd,
2011,," Foster̴Street,Stourbridge"," Foster Street,Stourbridge",
2011,,Front̴Office̴BHPS,Front Office BHPS,
2011,," Front̴office,̴Stourbridge"," Front office, Stourbridge",
2011,," Front̴Office,̴Stourbridge̴Police̴station."," Front Office, Stourbridge Police station.",
2011,,Hagley̴Road,Hagley Road,
2011,," Halesowen̴Rd,̴Netherton"," Halesowen Rd, Netherton",
2011,,halesowen̴town̴centre,halesowen town centre,
2011,," Hampden̴Close,Quarry̴Bank"," Hampden Close,Quarry Bank",
2011,," Hereford̴Road,̴Netherton"," Hereford Road, Netherton",
2011,,High̴St̴Stourbridge,High St Stourbridge,
2011,,high̴st̴stourbridge,high st stourbridge,
2011,,high̴st̴stourbridge,high st stourbridge,
2011,,high̴st̴stourbridge,high st stourbridge,
2011,," High̴St,̴Dudley"," High St, Dudley",
2011,," High̴St,̴Sedgely"," High St, Sedgely",
2011,," High̴St,̴Stourbridge"," High St, Stourbridge",
2011,," High̴St,̴Stourbridge"," High St, Stourbridge",
2011,," High̴St,̴Stourbridge"," High St, Stourbridge",
2011,," High̴St,̴Stourbridge"," High St, Stourbridge",
2011,," High̴St,̴Stourbridge"," High St, Stourbridge",
2011,,High̴Street,High Street,
2011,,High̴Street,High Street,
2011,,High̴Street,High Street,
2011,," High̴Street̴,̴Brierley̴Hill"," High Street , Brierley Hill",
2011,,High̴Street̴BlackHeath,High Street BlackHeath,
2011,,High̴Street̴quarry̴bank,High Street quarry bank,
2011,,high̴street̴stourbridge,high street stourbridge,
2011,,High̴Street̴Stourbridge,High Street Stourbridge,
2011,,High̴Street̴Stourbridge,High Street Stourbridge,
2011,,High̴Street̴Stourbridge.,High Street Stourbridge.,
2011,,High̴Street̴West̴Bromwich,High Street West Bromwich,
2011,," High̴Street,̴Amblecote"," High Street, Amblecote",
2011,," High̴Street,̴Smethwick"," High Street, Smethwick",
2011,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2011,," high̴Street,̴Stourbridge"," high Street, Stourbridge",
2011,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2011,," high̴Street,̴Stourbridge"," high Street, Stourbridge",
2011,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2011,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2011,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2011,," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2011,," High̴Street,Halesowen"," High Street,Halesowen",
2011,," High̴View̴St,̴Dudley"," High View St, Dudley",
2011,," Hilly̴lane,̴Halesowen"," Hilly lane, Halesowen",
2011,," Himley̴Road,Gornal"," Himley Road,Gornal",
2011,,Home̴address,Home address,
2011,,Hope̴Tavern̴Netherton,Hope Tavern Netherton,
2011,," Hurst̴Rd,̴Oldbury"," Hurst Rd, Oldbury",
2011,," Jackson̴Street,̴Lye"," Jackson Street, Lye",
2011,," KFC,̴Merry̴Hill̴Centre.̴Dudley"," KFC, Merry Hill Centre. Dudley",
2011,,King̴St̴Dudley,King St Dudley,
2011,," Kingsley̴Road,Netherton"," Kingsley Road,Netherton",
2011,,Larel̴Lane̴Halesowen,Larel Lane Halesowen,
2011,," Little̴Barrel̴PH,̴Dudley"," Little Barrel PH, Dudley",
2011,,Lloyds̴bar̴Stourbridge,Lloyds bar Stourbridge,
2011,," Long̴Lane,̴Halesowen"," Long Lane, Halesowen",
2011,," Lower̴Derry̴̴Street,̴Brierley̴Hill"," Lower Derry  Street, Brierley Hill",
2011,," Lower̴High̴Street,̴Stourbridge"," Lower High Street, Stourbridge",
2011,,Lupin̴Road,Lupin Road,
2011,,Lye̴high̴St,Lye high St,
2011,,market̴street̴kingswinford,market street kingswinford,
2011,," Market̴Street,̴Knigswinford."," Market Street, Knigswinford.",
2011,," Market̴Street,̴Stourbridge"," Market Street, Stourbridge",
2011,," Market̴Street,̴Stourbridge"," Market Street, Stourbridge",
2011,," Market̴Street,Kingswinford"," Market Street,Kingswinford",
2011,,Marriot̴Road,Marriot Road,
2011,,Marriot̴Road,Marriot Road,
2011,,Mary̴Stevens̴Park,Mary Stevens Park,
2011,,Maybrook̴House̴car̴park̴Halesowen,Maybrook House car park Halesowen,
2011,," Meadowfields̴Close,̴Wordsley"," Meadowfields Close, Wordsley",
2011,," Merryhill̴Centre,̴Brierley̴Hill"," Merryhill Centre, Brierley Hill",
2011,," Mill̴Street,Sedgley"," Mill Street,Sedgley",
2011,," Mill̴Street,Sedgley"," Mill Street,Sedgley",
2011,,Moore̴Street,Moore Street,
2011,," New̴Rd,̴Dudley"," New Rd, Dudley",
2011,,New̴Road̴Stourbridge,New Road Stourbridge,
2011,,New̴Street̴Dudley,New Street Dudley,
2011,," Odeon̴Cinema̴,̴Merry̴hill"," Odeon Cinema , Merry hill",
2011,," Odeon̴Cinema̴,̴Merry̴hill"," Odeon Cinema , Merry hill",
2011,,outside̴santander̴high̴street̴stourbridge,outside santander high street stourbridge,
2011,,Park̴Road̴Wrens̴Nest,Park Road Wrens Nest,
2011,,Playground̴at̴Priory̴Primary̴School,Playground at Priory Primary School,
2011,," Princess̴Road,̴Old̴Hill"," Princess Road, Old Hill",
2011,," Priory̴Street,Dudley"," Priory Street,Dudley",
2011,,RHH,RHH,
2011,," Ring̴Road̴,̴̴Stourbridge."," Ring Road ,  Stourbridge.",
2011,," Ring̴Road,̴Stourbridge"," Ring Road, Stourbridge",
2011,," Rookery̴Park,̴Pensnett"," Rookery Park, Pensnett",
2011,,salop̴street,salop street,
2011,,salop̴street,salop street,
2011,,Sedgley̴Bullring,Sedgley Bullring,
2011,,Sedgley̴Conservative̴Club,Sedgley Conservative Club,
2011,,Sedgley̴Conservative̴club,Sedgley Conservative club,
2011,,short̴st,short st,
2011,," South̴Road,Stourbridge"," South Road,Stourbridge",
2011,,Stourbridge,Stourbridge,
2011,,Stourbridge̴High̴St,Stourbridge High St,
2011,,Stourbridge̴High̴Street,Stourbridge High Street,
2011,,Stourbridge̴High̴Street,Stourbridge High Street,
2011,,stourbridge̴high̴street,stourbridge high street,
2011,,Stourbridge̴Junction̴.,Stourbridge Junction .,
2011,,Stourbridge̴PS̴Front̴Office,Stourbridge PS Front Office,
2011,,stourbridge̴rd̴holly̴hall,stourbridge rd holly hall,
2011,," Stourbridge̴Rd,̴Lye"," Stourbridge Rd, Lye",
2011,," Stourbridge̴Road,̴Brierley̴Hill"," Stourbridge Road, Brierley Hill",
2011,," Stourbridge̴road,̴Brierley̴Hill"," Stourbridge road, Brierley Hill",
2011,,Stourbridge̴Road.,Stourbridge Road.,
2011,,Tesco̴express̴amblecote̴stourbridge,Tesco express amblecote stourbridge,
2011,," The̴Swan̴Public̴House,̴Kingswinford"," The Swan Public House, Kingswinford",
2011,," Tower̴Street,̴Dudley"," Tower Street, Dudley",
2011,," Victoria̴Street,̴Stoubridge"," Victoria Street, Stoubridge",
2011,," Ward̴B3,̴RHH"," Ward B3, RHH",
2011,," windmill̴end,̴Dudley"," windmill end, Dudley",
2011,,Windmill̴Lane̴̴Cape̴Hill,Windmill Lane  Cape Hill,
2011,,wolverhampton̴street̴dudley,wolverhampton street dudley,
2011,," Wolverhampton̴Street,̴Dudley"," Wolverhampton Street, Dudley",
2011,," Wolverhampton̴Street,̴Dudley"," Wolverhampton Street, Dudley",
2011,,Worcester̴Street̴Stourbridge,Worcester Street Stourbridge,
2011,," W'ton̴Street,̴Dudley"," W'ton Street, Dudley",
2011,," W'ton̴Street,̴Dudley"," W'ton Street, Dudley",
2011,Solihull,A+E̴Soliohull̴Hospital,A+E Soliohull Hospital,
2011,,Airport,Airport,
2011,," Ash̴Crescent,̴Chelmsley̴Wood"," Ash Crescent, Chelmsley Wood",
2011,,Assembly̴Rooms,Assembly Rooms,
2011,,Auckland̴Drive,Auckland Drive,
2011,,Auckland̴Drive,Auckland Drive,
2011,,Auckland̴Drive,Auckland Drive,
2011,,Auckland̴Drive,Auckland Drive,
2011,," Auckland̴Drive,̴C̴Wood"," Auckland Drive, C Wood",
2011,," Auckland̴Drive,̴Chelmsley̴Wood̴Solihull"," Auckland Drive, Chelmsley Wood Solihull",
2011,,Bham̴Airport,Bham Airport,
2011,,Bham̴Int̴train̴station,Bham Int train station,
2011,,Bham̴International̴Train̴Station,Bham International Train Station,
2011,,Birmingham̴Airport,Birmingham Airport,
2011,," Blair̴Grove̴,Chelmsley̴Wood̴,Birmingham."," Blair Grove ,Chelmsley Wood ,Birmingham.",
2011,," brackleys̴way,̴Solihull"," brackleys way, Solihull",
2011,,Brickhill̴Dr,Brickhill Dr,
2011,," Broad̴Street,̴̴OS̴gatecrasher"," Broad Street,  OS gatecrasher",
2011,," By̴st̴Alphedge̴Church,̴Solihull"," By st Alphedge Church, Solihull",
2011,,Carpark̴Marston̴Green̴Tavern,Carpark Marston Green Tavern,
2011,," chelmsley̴rd,̴chelmsley̴wood"," chelmsley rd, chelmsley wood",
2011,," chelmsley̴rd,̴chelmsley̴wood"," chelmsley rd, chelmsley wood",
2011,,Church̴close,Church close,
2011,," clock̴public̴house,̴clock̴lane"," clock public house, clock lane",
2011,,Colebrook̴Road,Colebrook Road,
2011,,Colebrook̴Road,Colebrook Road,
2011,," Copt̴heath̴Drive,̴Knowle"," Copt heath Drive, Knowle",
2011,,Danford̴Lane,Danford Lane,
2011,," Dunton̴Hall̴Road,̴Shirley"," Dunton Hall Road, Shirley",
2011,," Foleshill̴Road,̴Coventry"," Foleshill Road, Coventry",
2011,,Forth̴Drive,Forth Drive,
2011,,Fox̴Hollies̴Road,Fox Hollies Road,
2011,,Foyer̴of̴ETAP̴Hotel̴BHX,Foyer of ETAP Hotel BHX,
2011,," Grandys̴Drive,̴Chelmsley̴Wood"," Grandys Drive, Chelmsley Wood",
2011,,Green̴Lane,Green Lane,
2011,,Greenwood̴Shopping̴Centre,Greenwood Shopping Centre,
2011,,Greswold̴Hotel,Greswold Hotel,
2011,,halifax̴road.,halifax road.,
2011,,Helmswood̴Drive,Helmswood Drive,
2011,,Helmswood̴Drive,Helmswood Drive,
2011,,Helmswood̴Drive,Helmswood Drive,
2011,,High̴St,High St,
2011,,High̴St,High St,
2011,," High̴St̴,Solihull."," High St ,Solihull.",
2011,,High̴St̴Solihull,High St Solihull,
